Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Schuyler County","Schuyler County, Missouri","795911533","2216869","050","00","2","4","29197","29","197",4431,4431,14.41899,307.303181327481,308.1591,307.3032,0.855938,4431,2155,2276,4431,292,294,344,210,345,415,499,635,527,474,272,124,41.3,40.5,41.9,4431,4369,1,7,10,0,8,36,4431,4402,4353,1,7,10,0,0,31,29,16,0,0,0,0,8,5,1796,1176,958,218,64,154,620,545,75,4431,4384,3670,1176,958,1298,71,10,21,38,98,714,545,75,94,47,47,0,2102,1796,1355,441,2102,1796,306,306,38,74,194
"Scotland County","Scotland County, Missouri","1130971492","6798720","050","00","2","4","29199","29","199",4843,4843,11.09074,436.67056372462,439.2956,436.6706,2.625,4843,2355,2488,4843,385,371,387,219,371,495,511,662,563,444,271,164,39.1,36.9,40.9,4843,4776,3,12,11,0,18,23,4843,4810,4760,3,12,11,0,1,23,33,16,0,0,0,0,17,0,1880,1266,1041,225,81,144,614,542,72,4843,4767,4062,1266,1041,1550,50,21,18,41,75,705,542,72,91,76,76,0,2369,1880,1439,441,2369,1880,489,489,59,175,255
"Scott County","Scott County, Missouri","1087768829","15196632","050","00","2","4","29201","29","201",39191,39191,93.31415,419.989911922372,425.8574,419.9899,5.867453,39191,18879,20312,39191,2738,2668,2704,1740,3248,4683,4886,5714,4938,3303,1841,728,38.9,37.5,40.3,39191,33606,4468,83,133,10,255,636,39191,38486,33257,4436,77,133,8,12,563,705,349,32,6,0,2,243,73,15538,10724,7787,2937,746,2191,4814,4146,668,39191,38632,32971,10724,7787,11341,1082,266,244,577,950,5661,4146,668,847,559,449,110,16987,15538,10639,4899,16987,15538,1449,1449,451,469,529
"Shannon County","Shannon County, Missouri","2599881132","464007","050","00","2","4","29203","29","203",8441,8441,8.40888,1003.81979221525,1003.999,1003.82,0.1791541,8441,4206,4235,8441,511,526,575,359,672,810,933,1358,1235,906,413,143,43.4,42.6,44.4,8441,8103,17,77,15,0,37,192,8441,8302,8014,16,76,15,0,1,180,139,89,1,1,0,0,36,12,3448,2327,1853,474,168,306,1121,957,164,8441,8361,7030,2327,1853,2247,213,52,34,115,189,1331,957,164,210,80,54,26,4164,3448,2678,770,4164,3448,716,716,86,274,356
"Shelby County","Shelby County, Missouri","1297230497","3764583","050","00","2","4","29205","29","205",6373,6373,12.72403,500.863503614689,502.317,500.8635,1.453514,6373,3125,3248,6373,442,421,436,298,398,726,630,948,835,610,405,224,42.3,41.1,43.9,6373,6249,32,11,13,0,21,47,6373,6302,6202,32,9,13,0,0,46,71,47,0,2,0,0,21,1,2581,1749,1424,325,118,207,832,739,93,6373,6175,5212,1749,1424,1771,79,19,18,40,112,963,739,93,131,198,153,45,3206,2581,1911,670,3206,2581,625,625,93,225,307
"Stoddard County","Stoddard County, Missouri","2132134868","15019714","050","00","2","4","29207","29","207",29968,29968,36.40331,823.221926896959,829.0211,823.2219,5.799144,29968,14552,15416,29968,1807,1887,1886,1251,2467,3422,3668,4381,3853,2844,1740,762,41.1,39.7,42.7,29968,29150,275,109,51,4,77,302,29968,29612,28931,274,91,51,2,3,260,356,219,1,18,0,2,74,42,12255,8396,6480,1916,581,1335,3859,3359,500,29968,29279,24819,8396,6480,7868,693,152,171,377,682,4460,3359,500,601,689,396,293,13609,12255,8707,3548,13609,12255,1354,1354,303,334,717
"Stone County","Stone County, Missouri","1201840755","121066344","050","00","2","4","29209","29","209",32202,32202,69.39587,464.03333451738,510.7773,464.0333,46.74398,32202,15868,16334,32202,1416,1553,1857,1206,1853,2591,3364,4848,5644,5012,2242,616,49.9,49.5,50.3,32202,31299,53,182,96,10,126,436,32202,31649,30938,46,172,95,8,18,372,553,361,7,10,1,2,108,64,13690,9899,8400,1499,508,991,3791,3122,669,32202,31902,27341,9899,8400,7027,627,145,235,408,600,4561,3122,669,770,300,206,94,20373,13690,11017,2673,20373,13690,6683,6683,632,5454,597
"Sullivan County","Sullivan County, Missouri","1678263572","9124043","050","00","2","4","29211","29","211",6714,6714,10.36141,647.981207634939,651.504,647.9812,3.522813,6714,3433,3281,6714,421,451,470,283,490,750,853,965,887,602,368,174,40.8,39.4,42.3,6714,5957,34,44,8,9,582,80,6714,5466,5350,30,32,8,1,4,41,1248,607,4,12,0,8,578,39,2740,1787,1358,429,176,253,953,807,146,6714,6606,5457,1787,1358,1801,118,60,42,107,184,1149,807,146,196,108,77,31,3358,2740,1939,801,3358,2740,618,618,89,180,349
"Taney County","Taney County, Missouri","1638002904","49736703","050","00","2","4","29213","29","213",51675,51675,81.70781,632.436499319688,651.64,632.4365,19.20345,51675,25150,26525,51675,3175,3012,3279,1961,5065,5960,6156,7105,6812,5499,2779,872,40.7,39.6,41.7,51675,48375,449,410,337,46,929,1129,51675,49181,47083,405,376,329,40,53,895,2494,1292,44,34,8,6,876,234,20755,13897,10724,3173,910,2263,6858,5445,1413,51675,49931,41302,13897,10724,12820,1057,381,374,759,1290,8629,5445,1413,1771,1744,388,1356,29255,20755,13259,7496,29255,20755,8500,8500,1765,5792,943
"Texas County","Texas County, Missouri","3049104495","5071374","050","00","2","4","29215","29","215",26008,26008,22.09187,1177.2658344363,1179.224,1177.266,1.958068,26008,13529,12479,26008,1624,1471,1600,1026,2177,3037,2913,4002,3476,2616,1501,565,42.1,40.2,44.2,26008,24332,876,180,81,8,56,475,26008,25583,24010,871,167,80,7,11,437,425,322,5,13,1,1,45,38,10057,6924,5532,1392,432,960,3133,2753,380,26008,24111,20529,6924,5532,6453,535,121,117,311,536,3582,2753,380,449,1897,1861,36,11685,10057,7562,2495,11685,10057,1628,1628,335,572,721
"Vernon County","Vernon County, Missouri","2140360166","27016708","050","00","2","4","29217","29","217",21159,21159,25.6039,826.397725394867,836.8289,826.3977,10.43121,21159,10269,10890,21159,1464,1410,1463,926,1850,2321,2416,3039,2794,1787,1174,515,40,39,41.2,21159,20409,102,155,104,8,86,295,21159,20823,20197,100,141,103,8,4,270,336,212,2,14,1,0,82,25,8396,5539,4317,1222,367,855,2857,2466,391,21159,20293,16945,5539,4317,5728,424,123,113,239,462,3348,2466,391,491,866,451,415,9495,8396,5907,2489,9495,8396,1099,1099,440,344,315
"Warren County","Warren County, Missouri","1110071693","23747239","050","00","2","4","29219","29","219",32513,32513,75.85841,428.60109004366,437.77,428.6011,9.168861,32513,16199,16314,32513,2305,2260,2182,1379,2544,3911,3915,5298,3970,2824,1465,460,39.5,38.7,40.3,32513,30685,621,133,136,11,352,575,32513,31556,30201,598,113,123,10,8,503,957,484,23,20,13,1,344,72,12339,9013,7113,1900,581,1319,3326,2712,614,32513,32196,28115,9013,7113,9634,672,194,220,436,833,4081,2712,614,755,317,193,124,14685,12339,9814,2525,14685,12339,2346,2346,306,1651,389
"Washington County","Washington County, Missouri","1968164689","6670629","050","00","2","4","29221","29","221",25195,25195,33.15512,759.912685309739,762.4882,759.9127,2.575544,25195,12924,12271,25195,1651,1651,1701,1060,2064,3090,3373,4061,3166,2080,1031,267,39.2,38.8,39.5,25195,24142,557,100,48,5,37,306,25195,24940,23969,554,95,48,5,8,261,255,173,3,5,0,0,29,45,9355,6689,5048,1641,548,1093,2666,2189,477,25195,24104,20810,6689,5048,7026,704,125,153,338,727,3294,2189,477,628,1091,1090,1,11017,9355,7300,2055,11017,9355,1662,1662,204,997,461
"Wayne County","Wayne County, Missouri","1966257806","38559098","050","00","2","4","29223","29","223",13521,13521,17.81009,759.176410083753,774.0641,759.1764,14.88775,13521,6773,6748,13521,708,765,807,526,998,1231,1560,2049,1982,1731,899,265,45.8,45.1,46.5,13521,13138,38,56,32,2,40,215,13521,13381,13053,33,55,32,2,5,201,140,85,5,1,0,0,35,14,5717,3850,3013,837,304,533,1867,1581,286,13521,13388,11187,3850,3013,3240,367,84,86,216,331,2201,1581,286,334,133,133,0,8083,5717,4425,1292,8083,5717,2366,2366,117,1448,801
"Webster County","Webster County, Missouri","1534729111","3111540","050","00","2","4","29225","29","225",36202,36202,61.09401,592.562238898404,593.7636,592.5623,1.201372,36202,18298,17904,36202,2699,2755,2897,1688,2844,4145,4801,5414,4207,2781,1477,494,37.5,36.5,38.6,36202,34855,326,244,74,8,136,559,36202,35590,34469,320,221,70,6,11,493,612,386,6,23,4,2,125,66,13062,9785,7904,1881,592,1289,3277,2766,511,36202,35323,31450,9785,7904,11461,759,161,182,431,767,3873,2766,511,596,879,856,23,14417,13062,9894,3168,14417,13062,1355,1355,411,512,432
"Worth County","Worth County, Missouri","690523510","535495","050","00","2","4","29227","29","227",2171,2171,8.1429,266.612632954284,266.8194,266.6126,0.2067558,2171,1066,1105,2171,98,125,143,78,150,199,207,353,304,258,174,82,47.4,45.6,49,2171,2121,12,5,6,0,13,14,2171,2148,2115,11,5,6,0,3,8,23,6,1,0,0,0,10,6,944,631,536,95,34,61,313,270,43,2171,2119,1753,631,536,510,14,6,9,30,17,366,270,43,53,52,52,0,1281,944,731,213,1281,944,337,337,29,78,230
"Wright County","Wright County, Missouri","1765779860","3533329","050","00","2","4","29229","29","229",18815,18815,27.59723,681.771436778858,683.1357,681.7714,1.364226,18815,9176,9639,18815,1288,1401,1365,818,1475,1917,2154,2760,2346,1832,1061,398,40.7,39.5,41.8,18815,18289,88,106,54,8,30,240,18815,18577,18123,87,96,51,8,3,209,238,166,1,10,3,0,27,31,7499,5138,4013,1125,341,784,2361,2051,310,18815,18620,15900,5138,4013,5462,435,94,70,236,452,2720,2051,310,359,195,189,6,8700,7499,5308,2191,8700,7499,1201,1201,267,299,635
"St. Louis city","St. Louis city, Missouri","160343174","10683076","050","00","2","4","29510","29","510",319294,319294,5157.486,61.9088459097108,66.03361,61.90885,4.124759,319294,154171,165123,319294,21089,17379,16911,12160,39243,57661,40244,44811,34621,17689,12108,5378,33.9,33.1,34.7,319294,140267,157160,838,9291,74,4102,7562,319294,308164,134702,156389,684,9233,62,478,6616,11130,5565,771,154,58,12,3624,946,142057,67488,32966,34522,7031,27491,74569,60468,14101,319294,307316,215636,67488,32966,81820,10640,5301,2613,6704,8104,91680,60468,14101,17111,11978,4822,7156,176002,142057,64425,77632,176002,142057,33945,33945,14427,4935,14583
"Beaverhead County","Beaverhead County, Montana","14352738393","78393828","050","00","4","8","30001","30","001",9246,9246,1.668464,5541.62347624777,5571.892,5541.624,30.26803,9246,4731,4515,9246,493,481,478,408,1156,961,911,1366,1427,914,487,164,42,41.3,42.9,9246,8765,23,127,36,38,107,150,9246,8908,8567,19,117,36,38,7,124,338,198,4,10,0,0,100,26,4014,2383,2002,381,126,255,1631,1326,305,9246,8802,6761,2383,2002,2042,87,33,24,76,114,2041,1326,305,410,444,157,287,5273,4014,2589,1425,5273,4014,1259,1259,103,962,194
"Big Horn County","Big Horn County, Montana","12938187715","49592964","050","00","4","8","30003","30","003",12865,12865,2.575337,4995.46244075262,5014.61,4995.462,19.14795,12865,6394,6471,12865,1355,1220,1034,659,1333,1472,1392,1673,1437,783,380,127,30.5,29.1,31.9,12865,4035,31,8275,59,3,126,336,12865,12355,3908,30,8053,59,3,7,295,510,127,1,222,0,0,119,41,4004,2970,1955,1015,322,693,1034,922,112,12865,12728,11553,2970,1955,4081,1360,199,140,495,353,1175,922,112,141,137,88,49,4695,4004,2560,1444,4695,4004,691,691,117,355,219
"Blaine County","Blaine County, Montana","10949294445","29085813","050","00","4","8","30005","30","005",6491,6491,1.535406,4227.54625890159,4238.776,4227.546,11.23009,6491,3248,3243,6491,575,533,537,304,583,705,653,938,786,449,304,124,35.1,33.4,36.9,6491,3130,7,3208,6,1,12,127,6491,6376,3107,7,3138,6,1,2,115,115,23,0,70,0,0,10,12,2357,1604,1075,529,152,377,753,676,77,6491,6271,5419,1604,1075,1999,340,54,23,168,156,852,676,77,99,220,49,171,2843,2357,1463,894,2843,2357,486,486,75,153,258
"Broadwater County","Broadwater County, Montana","3088667752","119697770","050","00","4","8","30007","30","007",5612,5612,4.705917,1192.54129671643,1238.757,1192.541,46.21557,5612,2871,2741,5612,327,324,373,238,336,500,673,961,883,592,306,99,45.4,45.5,45.3,5612,5401,15,73,9,11,18,85,5612,5486,5310,15,68,9,11,0,73,126,91,0,5,0,0,18,12,2347,1614,1377,237,91,146,733,624,109,5612,5560,4689,1614,1377,1466,63,17,21,47,84,871,624,109,138,52,52,0,2695,2347,1841,506,2695,2347,348,348,36,233,79
"Carbon County","Carbon County, Montana","5306336324","34640087","050","00","4","8","30009","30","009",10078,10078,4.919006,2048.78796967399,2062.163,2048.788,13.37461,10078,5105,4973,10078,410,543,624,409,491,917,1106,1874,1809,1068,597,230,48.1,47.9,48.3,10078,9793,33,84,22,3,42,101,10078,9890,9668,30,76,22,3,2,89,188,125,3,8,0,0,40,12,4571,2884,2441,443,162,281,1687,1426,261,10078,10025,8046,2884,2441,2294,119,34,55,81,138,1979,1426,261,292,53,45,8,6441,4571,3471,1100,6441,4571,1870,1870,143,1495,232
"Carter County","Carter County, Montana","8652506323","19496295","050","00","4","8","30011","30","011",1160,1160,0.3472273,3340.75142896415,3348.279,3340.751,7.527562,1160,586,574,1160,40,56,57,50,79,95,99,205,210,132,97,40,50.2,49,51.4,1160,1135,1,11,1,0,3,9,1160,1152,1132,1,11,1,0,0,7,8,3,0,0,0,0,3,2,532,354,316,38,15,23,178,161,17,1160,1149,947,354,316,244,6,3,6,10,8,202,161,17,24,11,11,0,810,532,398,134,810,532,278,278,13,164,101
"Cascade County","Cascade County, Montana","6988196577","34515098","050","00","4","8","30013","30","013",81327,81327,30.14168,2698.15781076978,2711.484,2698.158,13.32635,81327,40568,40759,81327,5534,4979,4880,3237,8254,10418,9039,11994,10302,6688,4246,1756,38.9,37.2,40.6,81327,72584,1010,3487,684,89,526,2947,81327,78616,71100,958,3274,665,78,45,2496,2711,1484,52,213,19,11,481,451,33809,21403,16363,5040,1586,3454,12406,10300,2106,81327,78765,63831,21403,16363,21197,1305,489,410,865,1799,14934,10300,2106,2528,2562,1041,1521,37276,33809,22290,11519,37276,33809,3467,3467,792,1601,1074
"Chouteau County","Chouteau County, Montana","10288696814","62773734","050","00","4","8","30015","30","015",5813,5813,1.463315,3972.48802697155,3996.725,3972.488,24.23708,5813,2861,2952,5813,415,431,413,292,429,557,582,846,840,513,347,148,41.5,40.8,42.1,5813,4409,3,1267,21,6,16,91,5813,5719,4387,1,1213,21,6,3,88,94,22,2,54,0,0,13,3,2294,1560,1200,360,129,231,734,667,67,5813,5678,4869,1560,1200,1669,139,46,31,103,121,809,667,67,75,135,40,95,2879,2294,1507,787,2879,2294,585,585,90,223,272
"Custer County","Custer County, Montana","9798863306","25524624","050","00","4","8","30017","30","017",11699,11699,3.092223,3783.36225804907,3793.217,3783.362,9.855113,11699,5810,5889,11699,728,680,716,533,987,1295,1275,1800,1641,971,744,329,42.1,41,43.1,11699,11174,34,196,37,9,64,185,11699,11436,11009,31,185,37,3,6,165,263,165,3,11,0,6,58,20,5031,3014,2346,668,214,454,2017,1728,289,11699,11286,8925,3014,2346,2967,137,52,62,97,250,2361,1728,289,344,413,216,197,5560,5031,3349,1682,5560,5031,529,529,113,126,290
"Daniels County","Daniels County, Montana","3693594413","1021700","050","00","4","8","30019","30","019",1751,1751,1.22782,1426.10481901847,1426.499,1426.105,0.3944806,1751,881,870,1751,98,101,100,69,72,150,151,284,291,190,153,92,50.4,48.7,52,1751,1676,3,37,4,0,2,29,1751,1724,1653,3,36,4,0,1,27,27,23,0,1,0,0,1,2,798,481,416,65,28,37,317,280,37,1751,1710,1353,481,416,404,7,7,5,14,19,357,280,37,40,41,41,0,1111,798,643,155,1111,798,313,313,27,82,204
"Dawson County","Dawson County, Montana","6143100615","29283737","050","00","4","8","30021","30","021",8966,8966,3.780149,2371.86443180432,2383.171,2371.865,11.30651,8966,4532,4434,8966,547,504,487,331,816,1026,925,1404,1320,782,579,245,43.5,41.7,45.1,8966,8582,27,156,27,4,27,143,8966,8788,8477,25,141,26,3,3,113,178,105,2,15,1,1,24,30,3749,2429,2027,402,150,252,1320,1168,152,8966,8468,6980,2429,2027,2153,95,41,32,74,129,1488,1168,152,168,498,343,155,4233,3749,2658,1091,4233,3749,484,484,80,137,267
"Deer Lodge County","Deer Lodge County, Montana","1907605107","12098953","050","00","4","8","30023","30","023",9298,9298,12.62405,736.530485855533,741.2019,736.5305,4.671432,9298,4921,4377,9298,418,476,471,393,782,903,1105,1444,1524,954,579,249,46,43.8,48.4,9298,8660,38,285,29,4,48,234,9298,9027,8518,36,242,28,2,2,199,271,142,2,43,1,2,46,35,4018,2350,1800,550,182,368,1668,1449,219,9298,8487,6572,2350,1800,1990,132,41,47,51,161,1915,1449,219,247,811,595,216,5122,4018,2841,1177,5122,4018,1104,1104,138,671,295
"Fallon County","Fallon County, Montana","4197780621","5915343","050","00","4","8","30025","30","025",2890,2890,1.783101,1620.77227230396,1623.056,1620.772,2.283927,2890,1466,1424,2890,218,191,155,115,176,365,289,474,403,235,193,76,42.9,40.9,44.8,2890,2814,2,12,17,2,5,38,2890,2856,2793,2,9,17,2,0,33,34,21,0,3,0,0,5,5,1233,810,690,120,50,70,423,371,52,2890,2856,2375,810,690,766,25,8,17,14,45,481,371,52,58,34,34,0,1470,1233,902,331,1470,1233,237,237,40,57,140
"Fergus County","Fergus County, Montana","11240038932","27482986","050","00","4","8","30027","30","027",11586,11586,2.669706,4339.80366858843,4350.415,4339.804,10.61124,11586,5821,5765,11586,629,606,645,460,662,1149,1212,1805,1928,1272,820,398,47.8,46.8,48.6,11586,11193,25,143,27,0,22,176,11586,11415,11085,18,135,27,0,0,150,171,108,7,8,0,0,22,26,5099,3202,2699,503,173,330,1897,1663,234,11586,11121,8947,3202,2699,2654,106,40,40,57,149,2174,1663,234,277,465,251,214,5836,5099,3725,1374,5836,5099,737,737,97,350,290
"Flathead County","Flathead County, Montana","13176979222","437135591","050","00","4","8","30029","30","029",90928,90928,17.87226,5087.66042777032,5256.439,5087.661,168.779,90928,45276,45652,90928,5750,5842,5908,3754,6723,10839,10903,14430,13676,7476,4027,1600,41.2,40.4,42,90928,86802,201,1028,531,58,384,1924,90928,88858,85439,180,934,522,50,51,1682,2070,1363,21,94,9,8,333,242,37504,24817,19788,5029,1783,3246,12687,10204,2483,90928,89936,74194,24817,19788,24416,1200,557,525,907,1984,15742,10204,2483,3055,992,586,406,46963,37504,26537,10967,46963,37504,9459,9459,1039,7553,867
"Gallatin County","Gallatin County, Montana","6740934490","76086709","050","00","4","8","30031","30","031",89513,89513,34.3925,2602.68953215227,2632.067,2602.689,29.37724,89513,46462,43051,89513,5741,5273,4875,2844,14198,15159,11184,11897,9872,4668,2538,1264,32.5,31.8,33.4,89513,85084,289,781,1027,68,606,1658,89513,87043,83545,277,718,1011,56,56,1380,2470,1539,12,63,16,12,550,278,36550,21263,17473,3790,1385,2405,15287,9987,5300,89513,86253,63290,21263,17473,20924,563,607,339,559,1562,22963,9987,5300,7676,3260,287,2973,42289,36550,22285,14265,42289,36550,5739,5739,1459,3586,694
"Garfield County","Garfield County, Montana","12109116880","445782449","050","00","4","8","30033","30","033",1206,1206,0.2579482,4675.35618543406,4847.474,4675.356,172.1176,1206,617,589,1206,80,73,86,40,55,124,122,165,213,141,73,34,46.4,46.4,46.4,1206,1189,3,5,1,0,2,6,1206,1203,1187,3,5,1,0,1,6,3,2,0,0,0,0,1,0,532,347,303,44,17,27,185,161,24,1206,1206,997,347,303,314,6,3,6,14,4,209,161,24,24,0,0,0,844,532,415,117,844,532,312,312,7,206,99
"Glacier County","Glacier County, Montana","7759441299","106156930","050","00","4","8","30035","30","035",13399,13399,4.47239,2995.93720434226,3036.925,2995.937,40.98742,13399,6555,6844,13399,1230,1203,1115,688,1338,1599,1437,2007,1368,796,451,167,31.7,30.9,32.6,13399,4165,17,8795,26,1,23,372,13399,13158,4117,17,8644,26,1,5,348,241,48,0,151,0,0,18,24,4361,3088,1865,1223,392,831,1273,1087,186,13399,12709,11220,3088,1865,4069,1086,111,70,483,448,1489,1087,186,216,690,108,582,5348,4361,2658,1703,5348,4361,987,987,181,535,271
"Golden Valley County","Golden Valley County, Montana","3044122460","2588281","050","00","4","8","30037","30","037",884,884,0.7521213,1175.34226722286,1176.342,1175.342,0.999341,884,463,421,884,27,55,63,47,51,57,94,145,156,107,67,15,48.8,49.8,47.8,884,831,0,9,6,0,19,19,884,853,822,0,9,6,0,5,11,31,9,0,0,0,0,14,8,363,239,201,38,19,19,124,107,17,884,795,652,239,201,174,14,3,5,5,11,143,107,17,19,89,0,89,476,363,276,87,476,363,113,113,6,38,69
"Granite County","Granite County, Montana","4473983997","14583588","050","00","4","8","30039","30","039",3079,3079,1.782432,1727.41495327391,1733.046,1727.415,5.630755,3079,1567,1512,3079,116,145,164,99,123,246,277,529,627,484,197,72,52.1,52.5,51.7,3079,3001,3,13,3,1,6,52,3079,3035,2968,3,13,2,1,2,46,44,33,0,0,1,0,4,6,1417,911,784,127,46,81,506,418,88,3079,3039,2433,911,784,611,33,21,18,20,35,606,418,88,100,40,25,15,2822,1417,1063,354,2822,1417,1405,1405,83,1229,93
"Hill County","Hill County, Montana","7508258549","44208947","050","00","4","8","30041","30","041",16096,16096,5.552346,2898.95486156693,2916.024,2898.955,17.06917,16096,8122,7974,16096,1250,1189,1170,701,1729,1993,1700,2303,2023,1044,742,252,35.1,33.6,36.4,16096,11896,50,3497,67,7,45,534,16096,15723,11741,47,3393,66,6,2,468,373,155,3,104,1,1,43,66,6275,4020,2906,1114,368,746,2255,1873,382,16096,15503,12784,4020,2906,4468,564,139,72,279,336,2719,1873,382,464,593,134,459,7250,6275,4137,2138,7250,6275,975,975,208,365,402
"Jefferson County","Jefferson County, Montana","4289687010","6690786","050","00","4","8","30043","30","043",11406,11406,6.886611,1656.25749617373,1658.841,1656.257,2.583327,11406,5814,5592,11406,579,686,807,559,621,887,1347,2151,2164,1054,436,115,46.2,46.4,46.1,11406,10889,16,163,40,2,42,254,11406,11182,10724,16,159,39,2,6,236,224,165,0,4,1,0,36,18,4512,3301,2875,426,181,245,1211,1019,192,11406,11176,9752,3301,2875,3078,164,29,46,87,172,1424,1019,192,213,230,161,69,5055,4512,3779,733,5055,4512,543,543,88,337,118
